name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Take on Me,0.018,0.573,0.902,0.00125,0.0928,-7.638,0.054,84.412,0.876
Piano Man,0.605,0.331,0.55,3.96e-06,0.192,-6.483,0.0272,177.734,0.429
Africa,0.257,0.671,0.373,8.01e-05,0.0481,-18.064,0.0323,92.718,0.732
We Built This City,0.052,0.661,0.908,0.0,0.0708,-4.897,0.039,144.091,0.656
Kung Fu Fighting,0.0422,0.598,0.673,6.9e-05,0.289,-10.431,0.0693,102.034,0.59
I Want To Hold Your Hand - Remastered 2015,0.386,0.49,0.715,0.0,0.311,-5.549,0.0476,130.726,0.866
More Than a Feeling,0.00088,0.377,0.681,0.0023,0.0504,-8.039,0.0298,108.789,0.285
Love Me Do - Remastered 2009,0.386,0.52,0.829,6.2e-05,0.227,-6.228,0.0806,147.997,0.744
Start Me Up - Remastered 2009,0.0436,0.631,0.932,0.137,0.0918,-4.142,0.0354,122.429,0.971
Highway to Hell,0.061,0.574,0.913,0.00158,0.156,-4.793,0.133,115.728,0.423
Livin' On A Prayer,0.0778,0.532,0.887,0.000214,0.294,-3.757,0.0335,122.511,0.795
Daylight,0.102,0.57,0.798,0.000128,0.178,-4.92,0.0323,103.303,0.671
Home - 2019 - Remaster,0.249,0.53,0.634,0.000622,0.0979,-5.759,0.0311,111.615,0.106
One Love / People Get Ready - Medley,0.0783,0.725,0.523,0.0,0.0665,-9.593,0.324,76.292,0.95
Free Fallin',0.212,0.623,0.449,0.0,0.0613,-13.333,0.0253,84.383,0.572
Eye of the Tiger,0.216,0.815,0.438,0.000466,0.0787,-14.522,0.0346,108.965,0.552
(I Can't Get No) Satisfaction - Mono Version,0.0383,0.723,0.863,0.0317,0.128,-7.89,0.0338,136.302,0.931
Don't You (Forget About Me),0.168,0.66,0.816,0.0181,0.0608,-6.61,0.0299,111.346,0.678
We Didn't Start the Fire,0.0771,0.712,0.967,0.0,0.356,-5.206,0.047,145.024,0.895
Billie Jean,0.0236,0.92,0.654,0.0153,0.036,-3.051,0.0401,117.046,0.847
Carry on Wayward Son,0.00321,0.482,0.786,8.88e-05,0.446,-5.735,0.032,126.755,0.793
Mr. Jones,0.183,0.578,0.817,3.06e-06,0.285,-6.542,0.0363,141.621,0.726
You Really Got Me,0.493,0.573,0.939,0.0,0.0994,-6.441,0.0808,137.382,0.963
Rockin' Robin,0.298,0.541,0.608,0.0,0.234,-13.083,0.106,171.992,0.938
One Week,0.00854,0.702,0.898,0.000154,0.0917,-6.003,0.0373,112.845,0.731
Wild World,0.376,0.484,0.508,0.000791,0.0961,-9.308,0.0364,151.867,0.554
Jack & Diane,0.0365,0.811,0.41,6.63e-06,0.0799,-8.214,0.0391,103.965,0.626
Fat Bottomed Girls - Remastered 2011,0.0319,0.337,0.684,6.57e-06,0.342,-7.674,0.0495,88.772,0.404
You Give Love A Bad Name,0.0663,0.541,0.96,2.25e-06,0.344,-2.947,0.0505,122.803,0.812
Don't Stop Me Now - Remastered 2011,0.0472,0.563,0.865,0.000191,0.77,-5.277,0.16,156.271,0.601
Under Pressure - Remastered 2011,0.422,0.671,0.711,0.0,0.104,-7.813,0.0478,113.809,0.466
Somebody To Love - Remastered 2011,0.19,0.497,0.693,0.0,0.215,-7.024,0.0565,111.539,0.358
Upside Down,0.238,0.787,0.655,0.000171,0.138,-8.339,0.0431,102.485,0.65
Crocodile Rock,0.0263,0.621,0.8,1.51e-05,0.0591,-7.284,0.0344,149.91,0.968
Old Time Rock & Roll,0.206,0.714,0.937,0.0,0.0731,-2.947,0.0399,124.13,0.964
Magic Carpet Ride,0.142,0.64,0.651,0.28,0.0341,-14.981,0.0517,111.676,0.801
Semi-Charmed Life,0.00832,0.64,0.864,0.0,0.123,-6.576,0.0314,102.026,0.701
All Summer Long,0.0212,0.7,0.864,0.0,0.0956,-3.629,0.0283,102.997,0.887
"Paint It, Black",0.0493,0.464,0.795,0.00244,0.399,-9.267,0.0926,158.691,0.612
Play That Funky Music,0.0435,0.814,0.672,0.0,0.061,-12.068,0.0619,109.394,0.933
Sherry,0.647,0.701,0.471,0.0,0.125,-8.072,0.0421,117.564,0.69
"Bad, Bad Leroy Brown",0.706,0.697,0.676,0.0,0.0824,-10.742,0.0402,148.072,0.852
Landslide,0.883,0.414,0.161,0.000223,0.117,-22.32,0.0318,159.375,0.423
Drops of Jupiter (Tell Me),0.153,0.481,0.638,0.0,0.154,-5.862,0.0276,79.064,0.497
Cat's in the Cradle,0.234,0.489,0.578,0.0,0.123,-9.766,0.0418,78.111,0.511
Juke Box Hero,0.0828,0.357,0.653,0.0,0.0844,-5.554,0.0654,176.647,0.522
Glory Days,0.0457,0.574,0.96,0.0,0.121,-4.906,0.032,117.486,0.978
Splish Splash,0.385,0.645,0.943,0.0,0.37,-1.526,0.0393,147.768,0.965
Big Girls Don't Cry,0.393,0.764,0.84,8.64e-06,0.0686,-5.023,0.0672,130.276,0.843
Takin' Care Of Business,0.0488,0.724,0.703,2.69e-06,0.146,-14.007,0.0498,129.985,0.965
The Chain - 2004 Remaster,0.009,0.545,0.67,0.000822,0.0451,-8.81,0.0496,151.553,0.481
You Ain't Seen Nothing Yet,0.000146,0.475,0.439,0.000277,0.223,-15.039,0.0427,118.392,0.76
(We're Gonna) Rock Around The Clock,0.205,0.811,0.859,3.73e-06,0.0761,-6.317,0.168,90.686,0.784
Love Potion No. 9 - Remastered / Single Version,0.572,0.738,0.451,0.0,0.175,-12.949,0.146,128.853,0.793
Ain't That A Shame,0.767,0.486,0.501,7.6e-05,0.0679,-8.57,0.0326,122.894,0.942
Unchained Melody,0.396,0.339,0.208,0.000519,0.18,-16.725,0.0308,98.54,0.288
We Belong Together,0.872,0.684,0.247,0.000166,0.113,-13.71,0.0281,106.522,0.768
I've Got a Woman,0.833,0.556,0.61,2.22e-06,0.258,-4.729,0.213,199.373,0.665
Do You Wanna Dance,0.794,0.502,0.566,6.61e-05,0.0799,-13.04,0.0435,170.14,0.969
Rama Lama Ding Dong (Original version 1958),0.254,0.609,0.709,1.05e-05,0.106,-7.056,0.0321,122.465,0.949
Chapel of Love,0.733,0.593,0.354,0.0,0.527,-10.269,0.0288,124.63,0.793
I Walk the Line,0.877,0.713,0.258,0.00606,0.0967,-14.59,0.0384,98.805,0.56
New Shoes,0.47,0.748,0.735,1.09e-05,0.0851,-8.692,0.0903,150.04,0.854
I Get's My Boogie On,0.0721,0.683,0.733,8.53e-06,0.819,-5.671,0.039,96.633,0.719
The General,0.446,0.541,0.675,0.0,0.107,-6.136,0.192,91.09,0.686
Right Back Where We Started From,0.49,0.692,0.653,0.00707,0.455,-5.715,0.0392,148.018,0.901
If You Could Read My Mind,0.68,0.603,0.252,6.96e-05,0.147,-12.402,0.0337,122.631,0.179
No Rain,0.619,0.389,0.476,5.09e-05,0.255,-9.342,0.0316,148.117,0.566
What's Up?,0.161,0.565,0.564,0.0,0.114,-10.044,0.0292,134.355,0.454
Supermodel,1.69e-05,0.524,0.799,0.00436,0.249,-7.808,0.0362,115.197,0.55
Twist And Shout - Remastered 2009,0.641,0.482,0.849,7.74e-06,0.0414,-9.198,0.0452,124.631,0.937
Sweet Dreams (Are Made of This) - Remastered,0.225,0.692,0.711,0.0,0.12,-7.498,0.0317,125.135,0.875
Never Going Back Again - 2004 Remaster,0.858,0.654,0.336,0.385,0.0786,-12.825,0.0379,176.083,0.947
Diamonds On The Inside,0.0484,0.527,0.735,2.3e-05,0.185,-6.477,0.0379,77.882,0.729
Like Dreamers Do,0.114,0.524,0.772,0.0339,0.176,-9.867,0.0422,95.411,0.961
Pride and Joy,0.0274,0.427,0.626,0.00395,0.106,-11.821,0.0385,126.877,0.743
Ophelia,0.613,0.664,0.573,0.000363,0.0857,-6.519,0.0277,76.023,0.566
Kiss from a Rose,0.684,0.584,0.533,0.0,0.306,-7.11,0.0305,131.745,0.224
Say It Ain't So,0.00737,0.634,0.551,1.82e-05,0.07,-7.136,0.0352,151.779,0.453
"Hey, Hey, What Can I Do - Remaster",0.166,0.468,0.858,0.000304,0.0807,-9.639,0.0543,77.987,0.526
Snow (Hey Oh),0.116,0.427,0.9,1.75e-05,0.119,-3.674,0.0499,104.655,0.599
We're Going To Be Friends,0.687,0.533,0.459,0.0,0.0773,-5.499,0.0277,97.213,0.386
Can't You See,0.165,0.416,0.49,0.00106,0.285,-12.297,0.0354,164.128,0.534
Brown Eyed Girl,0.185,0.491,0.583,0.0,0.406,-10.964,0.0376,150.566,0.908
Break My Stride,0.195,0.917,0.588,0.0,0.0914,-11.047,0.0607,110.077,0.828
Island In The Sun,0.00719,0.654,0.81,0.00251,0.165,-6.26,0.0288,114.623,0.661
Fever,0.23,0.838,0.171,0.0,0.11,-12.614,0.0729,135.925,0.397
Seven Nation Army,0.00817,0.726,0.463,0.447,0.255,-7.828,0.0799,123.881,0.321
Waiting On the World to Change,0.157,0.578,0.756,0.000232,0.249,-5.82,0.115,176.739,0.663
Dog Days Are Over,0.0416,0.492,0.81,0.00379,0.117,-5.315,0.0847,149.954,0.245
Forget You,0.134,0.696,0.875,0.0,0.159,-3.682,0.0649,127.39,0.772
"Rocket Man (I Think It's Going To Be A Long, Long Time)",0.432,0.601,0.532,6.25e-06,0.0925,-9.119,0.0286,136.571,0.341
You Are a Tourist,0.000254,0.569,0.872,0.144,0.283,-7.566,0.0314,95.16,0.661
California Dreamin' - Single Version,0.352,0.552,0.608,0.0,0.0533,-9.786,0.0345,112.367,0.637
Candy,0.0368,0.715,0.791,0.0,0.0694,-6.63,0.0414,116.043,0.879
Lovely Day,0.292,0.692,0.651,0.00241,0.105,-8.267,0.0324,97.923,0.706
Spirit In The Sky - Deluxe Edition,0.0994,0.609,0.617,0.00404,0.118,-7.091,0.0307,128.903,0.543
Escape (The Pina Colada Song),0.467,0.836,0.509,4.1e-06,0.0436,-13.668,0.0548,138.714,0.949
Tiny Dancer,0.382,0.414,0.428,0.000243,0.148,-11.097,0.0278,145.075,0.282
Centerfold,0.249,0.653,0.677,0.0,0.403,-12.244,0.0396,114.37,0.888
A Little Less Conversation,0.149,0.584,0.802,0.0,0.0683,-8.03,0.0784,114.172,0.835
Love Shack,0.0544,0.701,0.803,1.54e-06,0.7,-6.786,0.0545,133.608,0.903
Don't Stop Believin',0.127,0.5,0.748,0.0,0.447,-9.072,0.0363,118.852,0.514
You Sexy Thing,0.523,0.791,0.733,0.0016,0.167,-5.465,0.0633,105.853,0.962
Walking on Sunshine - 2004 Version,0.00111,0.595,0.943,0.288,0.223,-7.255,0.0507,109.014,0.961
Longview,0.00834,0.381,0.732,0.0101,0.0854,-7.594,0.0536,142.504,0.814
Just Breathe,0.714,0.453,0.349,7.94e-05,0.0835,-11.077,0.0289,107.791,0.302
Steal My Kisses,0.241,0.914,0.56,0.0214,0.217,-11.396,0.113,101.019,0.87
Peace Frog,0.16,0.641,0.725,0.00321,0.648,-7.376,0.039,112.529,0.808
Peace Train,0.119,0.61,0.582,3.76e-05,0.12,-10.422,0.044,82.492,0.781
Good Vibrations - Remastered 2001,0.326,0.396,0.473,0.000124,0.109,-7.67,0.0345,133.449,0.385
What Makes A Good Man?,0.000259,0.456,0.803,0.000368,0.291,-4.265,0.0786,186.15,0.333
This Love,0.0525,0.712,0.862,0.0,0.093,-4.612,0.0378,95.051,0.809
What A Wonderful World,0.729,0.271,0.165,1.6e-06,0.118,-20.652,0.0351,77.082,0.203
Smells Like Teen Spirit,2.55e-05,0.502,0.912,0.000173,0.106,-4.556,0.0564,116.761,0.72
Ants Marching,0.0187,0.637,0.856,1.99e-05,0.0157,-4.34,0.034,113.32,0.846
Bitter Sweet Symphony - Remastered 2016,0.0335,0.356,0.917,0.0,0.406,-6.006,0.0479,171.176,0.518
Cecilia,0.357,0.755,0.876,5.17e-06,0.22,-8.867,0.0362,102.762,0.954
Message In A Bottle - Remastered 2003,0.0338,0.582,0.81,1.68e-05,0.202,-7.024,0.0396,151.006,0.875
Someone New,0.429,0.443,0.533,3.66e-06,0.332,-5.956,0.0473,183.791,0.596
In the Summertime,0.66,0.642,0.65,0.0,0.14,-8.567,0.0623,164.421,0.973
F.N.T.,0.000184,0.537,0.773,0.00492,0.099,-6.954,0.0256,99.823,0.647
How to Save a Life,0.269,0.64,0.743,0.0,0.101,-4.08,0.0379,122.035,0.361
Are You Gonna Be My Girl,0.00148,0.613,0.953,0.000582,0.152,-3.435,0.0855,105.046,0.537
All For You,0.0316,0.633,0.754,2.27e-05,0.091,-6.495,0.0382,137.047,0.641
Pinball Wizard,0.0192,0.543,0.715,0.0,0.256,-8.89,0.0356,124.011,0.468
Any Way You Want It,0.00251,0.529,0.932,0.00109,0.136,-7.501,0.0488,138.158,0.571
Dani California,0.0193,0.556,0.913,8.59e-06,0.346,-2.36,0.0437,96.184,0.73
Iris,0.00125,0.315,0.715,7.97e-06,0.0942,-8.072,0.0362,155.925,0.497
Shut Up and Dance,0.00701,0.578,0.866,0.0,0.257,-3.804,0.0619,128.038,0.619
What I Like About You,0.282,0.514,0.942,6.6e-05,0.17,-8.433,0.0502,159.847,0.912
"December, 1963 (Oh What a Night!)",0.0588,0.737,0.495,9.12e-06,0.0542,-13.489,0.027,104.409,0.967
Don't Bring Me Down,0.144,0.638,0.867,0.000733,0.0846,-6.469,0.0331,115.692,0.805
Runaway Baby,0.263,0.658,0.762,0.0,0.127,-3.028,0.0425,163.864,0.823
"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",0.321,0.558,0.524,0.000952,0.94,-11.626,0.0459,93.654,0.636
The Perfect Space,0.815,0.392,0.217,0.00375,0.218,-9.148,0.0332,112.559,0.111
My Sharona,0.0589,0.586,0.7,0.00125,0.0318,-9.558,0.0363,147.245,0.897
Blister In The Sun,0.316,0.726,0.537,0.0,0.0707,-8.896,0.114,96.889,0.882
Turning Japanese - Non Stop Edit,0.0273,0.503,0.908,7.88e-05,0.396,-5.845,0.0641,179.929,0.92
Over the Hills and Far Away - Remaster,0.0679,0.402,0.691,0.133,0.0955,-10.274,0.0691,96.95,0.206
Naked Eye,0.0863,0.737,0.657,0.0339,0.0953,-10.962,0.0284,131.022,0.76
Better Days (And the Bottom Drops Out),0.173,0.758,0.896,3.18e-05,0.136,-3.311,0.0501,94.911,0.797
I Want To Break Free - Remastered 2011,0.0853,0.795,0.433,0.000284,0.0762,-8.927,0.0324,108.947,0.6
Drift Away - Single Version,0.308,0.521,0.443,0.0,0.475,-8.188,0.0395,76.228,0.596
Rich Girl,0.461,0.573,0.683,0.0,0.0935,-6.644,0.176,169.519,0.817
Me and Julio Down by the Schoolyard,0.237,0.626,0.816,1.8e-06,0.104,-10.593,0.131,105.307,0.798
Wonderwall,0.00236,0.41,0.854,0.0,0.133,-5.609,0.0366,174.584,0.456
Only Wanna Be With You,0.107,0.49,0.873,5.19e-06,0.118,-5.861,0.0355,103.272,0.513
Kids In America,0.00815,0.35,0.827,0.000125,0.1,-6.692,0.0678,165.04,0.475
Under the Bridge,0.0576,0.559,0.345,0.000105,0.141,-13.496,0.0459,84.581,0.458
Breakfast At Tiffany's,0.11,0.622,0.829,0.0,0.0954,-5.548,0.029,110.367,0.539
AOK,0.125,0.731,0.626,0.0,0.183,-6.919,0.0805,82.488,0.862
Run-Around,0.0865,0.629,0.867,0.0,0.126,-7.307,0.0603,151.695,0.876
Big Yellow Taxi,0.00295,0.678,0.866,0.0,0.16,-4.341,0.048,88.041,0.842
Ventura Highway,0.223,0.673,0.581,0.000206,0.063,-10.205,0.029,130.771,0.818
Wouldn't It Be Nice,0.718,0.392,0.629,3.76e-06,0.129,-7.056,0.0335,124.511,0.72
Life Is A Highway,0.0457,0.683,0.897,5.18e-06,0.286,-3.455,0.0465,103.051,0.752
Shine,0.295,0.543,0.423,0.0862,0.152,-8.797,0.0282,150.132,0.355
Bad Moon Rising,0.0586,0.508,0.774,4.87e-06,0.063,-5.973,0.0321,178.946,0.942
Jane Says,0.0385,0.402,0.597,2.09e-06,0.109,-9.258,0.0327,81.806,0.496
Man in the Mirror,0.429,0.794,0.798,1.16e-05,0.118,-5.639,0.0366,100.338,0.265
Skating Away (On the Thin Ice of the New Day),0.218,0.52,0.428,0.0,0.447,-10.886,0.0487,83.673,0.753
Ten Thousand Words,0.849,0.479,0.29,0.000331,0.112,-12.079,0.0334,154.14,0.374
Good as Hell,0.256,0.682,0.919,0.0,0.442,-3.18,0.0875,95.982,0.535
Get Down Tonight - 2004 Remaster,0.137,0.671,0.776,0.00649,0.394,-11.414,0.0282,112.629,0.92
Gonna Fly Now,0.4,0.415,0.538,0.767,0.0674,-12.71,0.0368,95.121,0.449
Out Loud (Live),0.822,0.678,0.262,0.0,0.096,-7.931,0.0617,80.953,0.231
I Just Want To Celebrate,0.105,0.435,0.929,1.58e-06,0.015,-7.7,0.235,175.448,0.65
Friday I'm in Love,0.000972,0.526,0.762,0.000116,0.338,-12.437,0.0342,136.203,0.505
(Don't Fear) The Reaper,0.0029,0.333,0.927,0.000208,0.297,-8.55,0.0733,141.466,0.385
Like a Stone,0.00797,0.614,0.568,0.0,0.0997,-5.477,0.0276,107.849,0.516
Hell N Back,0.312,0.584,0.684,9.05e-05,0.112,-4.314,0.567,210.164,0.72
Go Your Own Way - 2004 Remaster,0.0185,0.583,0.947,0.00109,0.0679,-5.12,0.0378,135.448,0.803
Don't Stop - 2004 Remaster,0.0393,0.671,0.71,1.12e-05,0.0387,-7.724,0.0356,118.745,0.834
Lola - 2020 Stereo Remaster,0.458,0.456,0.894,0.485,0.0695,-4.602,0.037,151.333,0.926
Werewolves of London,0.0932,0.75,0.62,0.0135,0.0612,-8.72,0.0257,103.538,0.93
It's Still Rock and Roll to Me,0.0994,0.752,0.684,0.0,0.0897,-7.599,0.15,141.075,0.539
Born to Run,0.00501,0.27,0.944,2.05e-05,0.116,-4.199,0.0975,146.347,0.606
Kokomo,0.00863,0.682,0.635,0.0,0.137,-10.05,0.0346,115.584,0.927
Hard Sun,0.0512,0.438,0.827,0.000402,0.319,-6.531,0.0328,143.377,0.645
Stand Up,0.224,0.55,0.864,5.56e-05,0.0983,-5.116,0.106,188.153,0.551
Astronauts,0.476,0.706,0.89,0.000468,0.133,-5.4,0.035,127.097,0.73
Holiday Road,0.435,0.218,0.629,0.0,0.138,-4.017,0.04,199.75,0.336
Closer to Fine,0.368,0.54,0.677,0.0,0.224,-6.349,0.0286,98.339,0.748
Everything's Alright,0.184,0.41,0.58,0.0,0.0901,-8.263,0.0592,133.055,0.548
The Joker,0.365,0.596,0.448,5.3e-06,0.206,-9.616,0.0396,83.293,0.796
Baba O'Riley,0.313,0.489,0.724,0.185,0.287,-8.367,0.0352,117.292,0.15
Listen to the Music,0.221,0.645,0.598,3.53e-06,0.0721,-13.18,0.0335,105.929,0.913
"If I Had $1,000,000",0.378,0.644,0.433,0.0,0.101,-14.016,0.113,80.161,0.761
Something Beautiful,0.0213,0.527,0.817,2.04e-05,0.16,-5.036,0.0353,95.98,0.516
The Boys Are Back In Town,0.234,0.445,0.706,0.000252,0.205,-9.803,0.0461,80.823,0.768
Dead Man's Party,0.5,0.568,0.863,0.000137,0.246,-10.984,0.0383,161.261,0.923
Low Rider,0.0823,0.811,0.647,0.681,0.0572,-10.989,0.0498,139.787,0.99
"Long Black Veil - Live at Continental Airlines Arena, East Rutherford, NJ - September 1999",0.399,0.5,0.535,0.0568,0.906,-9.746,0.0321,90.421,0.0597
Fireball (feat. John Ryan),0.0894,0.69,0.937,0.000104,0.0532,-5.393,0.0642,122.951,0.794
Alive,0.00752,0.284,0.875,0.000461,0.402,-6.069,0.0422,75.009,0.595
Wild Thing,0.741,0.453,0.658,0.0288,0.135,-13.472,0.0539,203.871,0.761
Let Her Go,0.365,0.479,0.545,0.0,0.0963,-7.346,0.0688,74.897,0.243
Come Together - Remastered 2009,0.0302,0.533,0.376,0.248,0.0926,-11.913,0.0393,165.007,0.187
"Mrs. Robinson - From ""The Graduate"" Soundtrack",0.713,0.606,0.457,2.53e-05,0.0747,-14.035,0.0497,92.033,0.813
My Life,0.108,0.741,0.647,0.00139,0.0555,-12.878,0.0427,131.097,0.804
Take It Easy - 2013 Remaster,0.343,0.575,0.67,4.95e-06,0.129,-10.39,0.0318,139.191,0.74
Dancing In the Dark,0.0115,0.527,0.942,0.0,0.188,-5.64,0.0366,148.723,0.495
Sympathy For The Devil - 50th Anniversary Edition,0.518,0.702,0.668,0.0,0.0588,-9.237,0.214,116.063,0.561
Sweet Emotion,0.00298,0.379,0.76,0.0296,0.104,-10.961,0.0378,99.436,0.491
Colorful,0.0104,0.531,0.925,9.61e-05,0.114,-4.295,0.0419,97.047,0.235
Midnight City,0.0161,0.526,0.712,0.0,0.179,-6.525,0.0356,105.009,0.32
Slide (feat. Frank Ocean & Migos),0.498,0.736,0.795,1.21e-06,0.254,-3.299,0.0545,104.066,0.511
Electric Feel,0.0709,0.763,0.803,0.285,0.348,-3.713,0.0351,103.04,0.561
Float On,0.013,0.649,0.888,2.23e-06,0.0888,-4.807,0.0293,100.975,0.553
The World At Large,0.0961,0.523,0.477,0.000106,0.101,-9.076,0.0254,76.973,0.249
Selfish Soul - ODESZA Remix,0.0321,0.623,0.888,0.0143,0.526,-5.122,0.0833,107.022,0.187
It’s Only,0.165,0.404,0.587,0.00267,0.231,-11.172,0.156,120.047,0.103
Bloom,0.0149,0.555,0.585,0.86,0.0707,-6.672,0.0272,130.004,0.0803
Innerbloom,0.126,0.729,0.72,0.347,0.178,-6.692,0.037,122.011,0.0389
You Were Right,0.0136,0.708,0.793,0.00221,0.118,-5.426,0.0342,122.006,0.734
Another Life,0.0219,0.652,0.824,0.134,0.066,-8.285,0.0451,121.99,0.0366
Yellow,0.00239,0.429,0.661,0.000121,0.234,-7.227,0.0281,173.372,0.285
In My Place,0.0553,0.424,0.588,4.95e-06,0.298,-5.455,0.0278,144.636,0.193
Clocks,0.599,0.577,0.749,0.0115,0.183,-7.215,0.0279,130.97,0.255
A Rush of Blood to the Head,0.156,0.525,0.472,4.39e-06,0.29,-8.018,0.0255,138.39,0.116
Human (feat. Echoes) - Aaron Hibell Remix,0.0157,0.283,0.746,0.0115,0.105,-7.532,0.0429,132.048,0.126
Walking On A Dream,0.257,0.871,0.701,7.52e-06,0.0589,-5.594,0.0458,126.975,0.716
Birch Tree,0.226,0.491,0.619,0.297,0.116,-8.717,0.03,114.392,0.164
Space Song,0.229,0.508,0.792,0.124,0.145,-7.311,0.0297,147.067,0.601
Silver Soul,0.467,0.356,0.67,0.000106,0.288,-5.825,0.0324,135.032,0.117
Myth,0.032,0.445,0.708,0.0908,0.171,-6.268,0.0293,141.965,0.414
Heaven Takes You Home (feat. Connie Constance),0.0124,0.665,0.738,0.00598,0.0923,-5.931,0.0379,125.037,0.0389
Kids,0.00076,0.451,0.931,0.0049,0.361,-3.871,0.0719,122.961,0.172
Sabrina (i am a party),0.00826,0.683,0.819,0.748,0.495,-7.825,0.0517,104.012,0.127
Saturday Sun,0.484,0.637,0.864,0.0,0.222,-4.381,0.0468,99.995,0.706
Left Hand Free,0.462,0.697,0.877,0.00943,0.083,-4.465,0.0462,101.99,0.802
Talk Too Much,0.00947,0.598,0.888,0.0,0.347,-5.119,0.0807,103.966,0.482
Young Folks,0.0164,0.699,0.812,0.000763,0.105,-6.005,0.0377,138.185,0.662
Two Weeks,0.3,0.526,0.723,0.00698,0.058,-5.59,0.0294,159.685,0.744
Feels Like We Only Go Backwards,0.0277,0.303,0.9,0.635,0.11,-2.352,0.0574,149.508,0.491
The Less I Know The Better,0.0115,0.64,0.74,0.00678,0.167,-4.083,0.0284,116.879,0.785
Borderline,0.0406,0.621,0.873,9.1e-06,0.0824,-3.067,0.0369,97.96,0.873
"New Person, Same Old Mistakes",0.272,0.47,0.809,0.00671,0.0491,-6.74,0.0495,151.836,0.49
Eventually,0.0158,0.424,0.615,0.000389,0.0844,-6.217,0.0325,77.935,0.155
Sleepyhead,0.0892,0.568,0.719,1.84e-06,0.233,-5.406,0.0354,106.036,0.539
Brazil,0.0941,0.687,0.617,1.27e-05,0.0898,-5.213,0.0287,121.079,0.665
This Is the Life,5.44e-05,0.457,0.805,0.0123,0.0874,-5.434,0.103,136.02,0.387
Take a Walk,0.0338,0.566,0.755,0.0,0.315,-5.526,0.0368,101.006,0.445
Peaches,0.000717,0.508,0.517,0.0165,0.117,-8.054,0.0278,103.935,0.0543
Cigarette Daydreams,0.0807,0.636,0.676,0.0,0.0831,-3.442,0.0263,113.98,0.273
Way It Goes,0.021,0.542,0.906,0.00043,0.377,-4.213,0.0491,120.014,0.515
waves - Tame Impala Remix,0.308,0.529,0.894,5.38e-06,0.254,-3.599,0.0412,108.024,0.543
Let It Happen,0.00462,0.602,0.881,0.0266,0.111,-5.875,0.0443,125.012,0.577
Cold Cold Man,0.00652,0.613,0.661,0.0,0.0976,-4.984,0.0263,110.978,0.509
Youth,0.129,0.648,0.718,0.00156,0.112,-7.765,0.0298,96.017,0.785
Come a Little Closer,0.0265,0.44,0.778,1.04e-06,0.151,-1.786,0.0327,148.038,0.304
Ways to Go,0.00338,0.577,0.827,0.000647,0.26,-7.54,0.0365,101.031,0.179
Flashed Junk Mind,0.363,0.839,0.83,0.0491,0.112,-8.785,0.0479,117.997,0.908
"10,000 Emerald Pools",0.00694,0.568,0.578,0.000353,0.099,-5.589,0.0404,139.951,0.555
Song For No One,0.0103,0.691,0.825,0.088,0.186,-6.536,0.0342,113.956,0.592
Trouble,0.392,0.47,0.623,0.000439,0.0992,-5.655,0.0302,77.861,0.298
I Wanna Help Your Mind,0.2,0.747,0.725,0.197,0.0688,-8.517,0.215,119.942,0.799
American Money,0.0226,0.542,0.867,0.00347,0.116,-5.26,0.0813,134.984,0.326
Pumped Up Kicks,0.145,0.733,0.71,0.115,0.0956,-5.849,0.0292,127.975,0.965
Out of My League,0.0387,0.545,0.968,0.00325,0.331,-3.553,0.0853,169.965,0.527
Gooey,0.736,0.487,0.369,3.75e-05,0.0925,-13.424,0.0406,183.114,0.106
The Difference,0.255,0.56,0.865,0.000153,0.083,-1.148,0.0909,159.96,0.424
Remember When,0.00112,0.504,0.708,0.000424,0.788,-5.896,0.0343,82.009,0.51
Colours,0.0211,0.529,0.83,0.0,0.0983,-5.428,0.0397,93.933,0.318
Good Looking,0.077,0.364,0.554,0.000297,0.125,-9.076,0.0301,150.079,0.257
Inner Light,0.00461,0.651,0.709,0.00744,0.0771,-7.842,0.037,121.02,0.126
WASTED ON ME,0.598,0.712,0.575,0.000167,0.16,-6.998,0.119,121.924,0.0749
Cosmic Love,0.145,0.524,0.803,0.000191,0.115,-5.56,0.0366,140.003,0.0827
Young And Beautiful,0.262,0.324,0.416,3.69e-05,0.11,-8.92,0.0368,113.986,0.151
Summertime Sadness,0.0477,0.566,0.647,0.0,0.121,-6.815,0.0335,111.96,0.22
Breezeblocks,0.096,0.615,0.658,0.000911,0.205,-7.299,0.0343,150.093,0.293
